[26752:5440:0308/174245.160:WARNING:chrome_main_delegate.cc(745)] This is Chrome version 128.0.6613.138 (not a warning)
[26752:5440:0308/174245.523:WARNING:account_consistency_mode_manager.cc(77)] Desktop Identity Consistency cannot be enabled as no OAuth client ID and client secret have been configured.
[27316:20400:0308/174255.062:WARNING:frame_impl.cc(430)] virtual CefFrameImpl::SendProcessMessage sent to detached frame 5-CACF0AC5EEE1BB08FFE9333288A1EF75 will be ignored
[26752:5440:0308/174512.182:ERROR:device_event_log_impl.cc(196)] [17:45:12.165] USB: usb_service_win.cc:105 SetupDiGetDeviceProperty({{A45C254E-DF1C-4EFD-8020-67D146A850E0}, 6}) failed: Element not found. (0x490)
[26752:25992:0308/183805.530:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=72})
[26752:25992:0308/183807.526:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=70})
[26752:25992:0308/183809.521:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=71})
[26752:25992:0308/183812.531:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=73})
[26752:25992:0308/183814.528:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=71})
[26752:25992:0308/183815.544:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=72})
[26752:25992:0308/183816.533:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=73})
[26752:25992:0308/183817.536:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=74})
[26752:25992:0308/183818.535:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=75})
[26752:25992:0308/183819.542:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=76})
